,Rank,Year,Country,In-Game Name,Player Name,Total (Year),Total (Overall),Game,# of Tournaments
0,1.,2010,"Korea, Republic of",Flash,"Lee, Young Ho","$194,924.30","$670,457.77","Lee ""Flash"" Young Ho - StarCraft: Brood War Player",97
1,2.,2010,United States,Mystik,Katherine Gunn,"$100,000.00","$122,550.00","Katherine ""Mystik"" Gunn - Female Call of Duty Player",7
2,3.,2010,United States,applesauce,Mark Smith,"$100,000.00","$100,000.00","Mark ""applesauce"" Smith - Multigaming Player",1
3,4.,2010,"Korea, Republic of",Jaedong,"Lee, Jae Dong","$98,019.82","$643,290.35","Lee ""Jaedong"" Jae Dong - StarCraft: Brood War Player",111
4,5.,2010,"Korea, Republic of",FruitDealer,"Kim, Won Ki","$92,393.59","$103,075.12","Kim ""FruitDealer"" Won Ki - StarCraft II Player",13
5,6.,2010,"Korea, Republic of",NesTea,"Lim, Jae Duk","$92,376.61","$288,225.07","Lim ""NesTea"" Jae Duk - StarCraft II Player",57
6,7.,2010,"Korea, Republic of",MC,"Jang, Min Chul","$89,441.77","$509,852.06","Jang ""MC"" Min Chul - StarCraft II Player",117
7,8.,2010,United States,Cloud,Scott Holste Jr.,"$48,700.00","$111,676.67","Scott ""Cloud"" Holste Jr. - Halo Player",40
8,9.,2010,United States,FearItSelf,Justin Kats,"$47,000.00","$160,320.83","Justin ""FearItSelf"" Kats - VALORANT Player",46
9,10.,2010,"Korea, Republic of",ReMinD,"Kim, Sung Sik","$46,043.49","$169,925.03","Kim ""ReMinD"" Sung Sik - WarCraft III: Reforged Player",124
10,11.,2010,"Korea, Republic of",Moon,"Jang, Jae Ho","$44,483.47","$696,159.04","Jang ""Moon"" Jae Ho - WarCraft III: Reforged Player",171
11,12.,2010,United States,Pistola,Justin Deese,"$43,700.00","$385,510.00","Justin ""Pistola"" Deese - Halo Player",70
12,13.,2010,United States,OGRE2,Tom Ryan,"$42,000.00","$293,043.43","Tom ""OGRE2"" Ryan - Halo Player",89
13,14.,2010,United States,Victory X,Cameron Thorlakson,"$42,000.00","$131,993.39","Cameron ""Victory X"" Thorlakson - Halo Player",47
14,15.,2010,Ukraine,Edward,Ioann Sukharev,"$41,931.93","$719,374.82","Ioann ""Edward"" Sukharev - CS:GO Player",212
15,16.,2010,Ukraine,markeloff,Yegor Markelov,"$41,931.93","$169,652.45","Yegor ""markeloff"" Markelov - CS:GO Player",131
16,17.,2010,Ukraine,starix,Sergey Ishuk,"$41,931.93","$136,585.80","Sergey ""starix"" Ishuk - CS:GO Player",134
17,18.,2010,Ukraine,Zeus,Daniil Teslenko,"$41,169.27","$792,585.87","Daniil ""Zeus"" Teslenko - CS:GO Player",204
18,19.,2010,Ukraine,ceh9,Arseniy Trynozhenko,"$41,169.27","$85,789.77","Arseniy ""ceh9"" Trynozhenko - CS:GO Player",71
19,20.,2010,"Korea, Republic of",EffOrt,"Kim, Jung Woo","$40,396.34","$174,830.58","Kim ""EffOrt"" Jung Woo - StarCraft: Brood War Player",44
20,21.,2010,"Korea, Republic of",Lyn,"Park, Joon","$39,414.59","$571,349.41","Park ""Lyn"" Joon - WarCraft III: Reforged Player",169
21,22.,2010,China,TH000,"Huang, Xiang","$38,404.61","$388,682.28","Huang ""TH000"" Xiang - WarCraft III: Reforged Player",142
22,23.,2010,"Korea, Republic of",RainBOw,"Kim, Sung Je","$35,670.89","$71,066.76","Kim ""RainBOw"" Sung Je - StarCraft: Brood War Player",28
23,24.,2010,United States,Maniac,Nick Kershner,"$33,700.00","$74,350.00","Nick ""Maniac"" Kershner - Halo Player",20
24,25.,2010,United States,Demon D,Daniel Yakovleff,"$33,700.00","$48,925.00","Daniel ""Demon D"" Yakovleff - Halo Player",16
25,26.,2010,"Korea, Republic of",MarineKing,"Lee, Jung Hoon","$33,599.81","$212,397.14","Lee ""MarineKing"" Jung Hoon - StarCraft II Player",87
26,27.,2010,Belarus,Cypher,Alexei Yanushevsky,"$33,344.19","$222,774.98","Alexei ""Cypher"" Yanushevsky - Quake Player",168
27,28.,2010,United States,Clutch,Weston Price,"$31,000.00","$53,700.00","Weston ""Clutch"" Price - Halo Player",10
28,29.,2010,United States,rapha,Shane Hendrixson,"$30,988.50","$413,388.63","Shane ""rapha"" Hendrixson - Quake Player",102
29,30.,2010,France,Enigmz,Alexis Martin,"$30,833.33","$32,683.67","Alexis ""Enigmz"" Martin - League of Legends Player",6
30,31.,2010,United States,Lunchbox,Jason Brown,"$30,700.00","$219,830.00","Jason ""Lunchbox"" Brown - Halo Player",60
31,32.,2010,United States,Roy,Justin Brown,"$30,700.00","$212,275.00","Justin ""Roy"" Brown - Halo Player",57
32,33.,2010,Italy,Fabss,Fabio Nardelli,"$30,000.00","$145,387.44","Fabio ""Fabss"" Nardelli - World of WarCraft Player",13
33,34.,2010,France,Hrk,Romain Neveu,"$30,000.00","$30,000.00","Romain ""Hrk"" Neveu - World of WarCraft Player",2
34,35.,2010,"Korea, Republic of",Genius,"Jung, Min Soo","$29,244.23","$93,775.14","Jung ""Genius"" Min Soo - StarCraft II Player",39
35,36.,2010,China,Infi,"Wang, Xu Wen","$27,895.88","$476,324.87","Wang ""Infi"" Xu Wen - WarCraft III: Reforged Player",138
36,37.,2010,United States,BestMan,Nick Johnson,"$27,700.00","$40,525.00","Nick ""BestMan"" Johnson - Halo Player",18
37,38.,2010,Sweden,GeT_RiGhT,Christopher Alesund,"$27,529.68","$622,386.05","Christopher ""GeT_RiGhT"" Alesund - CS:GO Player",230
38,39.,2010,United States,Elamite,Kyle Elam,"$27,200.00","$171,674.51","Kyle ""Elamite"" Elam - Halo Player",29
39,40.,2010,"Korea, Republic of",Rain,"Park, Seo Yong","$26,412.77","$36,043.76","Park ""Rain"" Seo Yong - StarCraft II Player",17
40,41.,2010,Netherlands,Grubby,Manuel Schenkhuizen,"$25,867.90","$359,905.11","Manuel ""Grubby"" Schenkhuizen - WarCraft III Player",159
41,42.,2010,Brazil,Carlos Romão,Carlos Romão,"$25,000.00","$53,600.00",Carlos Romão - Magic: The Gathering Arena Player,7
42,43.,2010,Sweden,f0rest,Patrik Lindberg,"$24,723.39","$749,991.80","Patrik ""f0rest"" Lindberg - CS:GO Player",262
43,44.,2010,Sweden,cArn,Patrik Sättermon,"$24,723.39","$173,572.35","Patrik ""cArn"" Sättermon - Counter-Strike Player",82
44,45.,2010,Sweden,dsn,Harley Örwall,"$24,723.39","$170,588.24","Harley ""dsn"" Örwall - Counter-Strike Player",84
45,46.,2010,Sweden,Gux,Rasmus Ståhl,"$23,013.76","$77,523.00","Rasmus ""Gux"" Ståhl - Counter-Strike Player",47
46,47.,2010,"Korea, Republic of",Movie,"Jin, Young Hwa","$22,781.75","$58,630.48","Jin ""Movie"" Young Hwa - StarCraft: Brood War Player",27
47,48.,2010,United States,Enable,Ian Wyatt,"$22,200.00","$508,847.12","Ian ""Enable"" Wyatt - Halo Player",107
48,49.,2010,United States,Chig,Kyle Lawson,"$20,500.00","$45,075.00","Kyle ""Chig"" Lawson - Halo Player",18
49,50.,2010,United States,Soldier187,Marcos Sanchez,"$20,500.00","$32,900.00","Marcos ""Soldier187"" Sanchez - Halo Player",12
50,51.,2010,Russian Federation,Brat_OK,Pavel Kuznetsov,"$20,170.43","$44,397.48","Pavel ""Brat_OK"" Kuznetsov - StarCraft II Player",68
51,52.,2010,United States,Neighbor,Mason Cobb,"$20,100.00","$96,149.51","Mason ""Neighbor"" Cobb - Halo Player",37
52,53.,2010,United States,Nenad,Nenad Stojkovic,"$20,000.00","$21,000.00","Nenad ""Nenad"" Stojkovic - FIFA Player",2
53,54.,2010,United States,Ace,Aaron Elam,"$19,700.00","$354,050.00","Aaron ""Ace"" Elam - Halo Player",64
54,55.,2010,United States,Flamesword,Michael Chaves,"$19,700.00","$55,296.79","Michael ""Flamesword"" Chaves - Halo Player",33
55,56.,2010,United States,Assault,Clete LoRusso,"$19,700.00","$47,512.50","Clete ""Assault"" LoRusso - Halo Player",24
56,57.,2010,Sweden,face,Johan Klasson,"$18,566.31","$64,478.76","Johan ""face"" Klasson - Counter-Strike Player",51
57,58.,2010,United States,GH057ayame,Eric Hewitt,"$18,500.00","$117,762.26","Eric ""GH057ayame"" Hewitt - Halo Player",37
58,59.,2010,United States,Hysteria,Jacob Reiser,"$18,100.00","$199,897.50","Jacob ""Hysteria"" Reiser - Halo Player",53
59,60.,2010,Peru,Fenix,Jian Carlo Alejo,"$17,378.37","$33,327.16","Jian Carlo ""Fenix"" Alejo - StarCraft II Player",22
60,61.,2010,"Korea, Republic of",Kal,"Kim, Ku Hyun","$17,221.79","$56,200.38","Kim ""Kal"" Ku Hyun - StarCraft: Brood War Player",23
61,62.,2010,Sweden,walle,Dennis Wallenberg,"$17,146.00","$107,697.38","Dennis ""walle"" Wallenberg - Counter-Strike Player",63
62,63.,2010,Japan,Akira Asahara,Akira Asahara,"$17,000.00","$17,000.00",Akira Asahara - Magic: The Gathering Online Player,1
63,64.,2010,Russian Federation,Cooller,Anton Singov,"$16,905.04","$219,089.34","Anton ""Cooller"" Singov - Quake Player",108
64,65.,2010,Sweden,allen,Jimmy Allen,"$16,828.30","$80,883.69","Jimmy ""allen"" Allen - Counter-Strike Player",51
65,66.,2010,Finland,Naama,Santeri Lahtinen,"$16,533.98","$24,202.81","Santeri ""Naama"" Lahtinen - StarCraft II Player",28
66,67.,2010,Sweden,threat,Björn Pers,"$16,490.82","$55,256.29","Björn ""threat"" Pers - CS:GO Player",50
67,68.,2010,"Korea, Republic of",Stork,"Song, Byung Goo","$16,355.23","$292,799.35","Song ""Stork"" Byung Goo - StarCraft: Brood War Player",87
68,69.,2010,China,Sky,"Li, Xiaofeng","$16,049.24","$262,797.66","Li ""Sky"" Xiaofeng - WarCraft III Player",74
69,70.,2010,"Korea, Republic of",Calm,"Kim, Yoon Hwan","$15,386.48","$90,335.13","Kim ""Calm"" Yoon Hwan - StarCraft: Brood War Player",22
70,71.,2010,"Korea, Republic of",Booster,"Moon, Ho Joon","$15,000.00","$77,265.97","Moon ""Booster"" Ho Joon - KartRider Player",16
71,72.,2010,Sweden,Jinro,Jonathan Walsh,"$14,969.11","$29,366.92","Jonathan ""Jinro"" Walsh - StarCraft II Player",15
72,73.,2010,Sweden,RobbaN,Robert Dahlström,"$14,946.00","$130,438.14","Robert ""RobbaN"" Dahlström - Counter-Strike Player",74
73,74.,2010,Germany,gob b,Fatih Dayik,"$14,940.08","$219,530.16","Fatih ""gob b"" Dayik - VALORANT Player",136
74,75.,2010,Germany,Kapio,Navid Javadi,"$14,940.08","$102,363.77","Navid ""Kapio"" Javadi - Counter-Strike Player",58
75,76.,2010,Germany,tixo,Manuel Makohl,"$14,940.08","$92,479.32","Manuel ""tixo"" Makohl - CS:GO Player",60
76,77.,2010,Germany,roman,Roman Ausserdorfer,"$14,940.08","$77,897.10","Roman ""roman"" Ausserdorfer - Counter-Strike Player",58
77,78.,2010,"Korea, Republic of",Bisu,"Kim, Taek Yong","$14,714.16","$339,067.68","Kim ""Bisu"" Taek Yong - StarCraft: Brood War Player",63
78,79.,2010,Denmark,zonic,Danny Sørensen,"$14,598.18","$138,209.56","Danny ""zonic"" Sørensen - CS:GO Player",92
79,80.,2010,Denmark,ave,Alexander Holdt,"$14,598.18","$98,452.09","Alexander ""ave"" Holdt - Counter-Strike Player",69
80,81.,2010,Denmark,trace,Martin Heldt,"$14,598.18","$54,180.22","Martin ""trace"" Heldt - CS:GO Player",73
81,82.,2010,United States,Sodah,Alex Ringe,"$14,500.00","$55,516.67","Alex ""Sodah"" Ringe - World of WarCraft Player",11
82,83.,2010,United States,Totz,Anthony Pennacchio,"$14,400.00","$18,000.00","Anthony ""Totz"" Pennacchio - Halo Player",11
83,84.,2010,United States,n0thing,Jordan Gilbert,"$14,125.00","$298,288.81","Jordan ""n0thing"" Gilbert - VALORANT Player",129
84,85.,2010,United States,Storm,Tyler Wood,"$14,125.00","$102,599.41","Tyler ""Storm"" Wood - CS:GO Player",69
85,86.,2010,United States,fRoD,Danny Montaner,"$14,125.00","$97,709.41","Danny ""fRoD"" Montaner - CS:GO Player",62
86,87.,2010,Denmark,minet,Oliver Minet,"$14,089.74","$33,313.19","Oliver ""minet"" Minet - CS:GO Player",34
87,88.,2010,"Korea, Republic of",유영혁,"Yoo, Yeong Hyuk","$13,686.50","$75,483.95","Yoo ""유영혁"" Yeong Hyuk - KartRider Player",15
88,89.,2010,"Korea, Republic of",Knee,"Bae, Jae Min","$13,000.00","$244,241.13","Bae ""Knee"" Jae Min - Fighting Game Player",69
89,90.,2010,Canada,Snutz,Kelvin Nguyen,"$13,000.00","$143,208.34","Kelvin ""Snutz"" Nguyen - World of WarCraft Player",23
90,91.,2010,United Kingdom,Richard Towler,Richard Towler,"$13,000.00","$14,300.00",Richard Towler - iRacing.com Player,3
91,92.,2010,Finland,lurppis,Tomi Kovanen,"$12,875.00","$60,044.44","Tomi ""lurppis"" Kovanen - CS:GO Player",59
92,93.,2010,United States,Anakin,Hoa Luu,"$12,850.00","$80,597.50","Hoa ""Anakin"" Luu - Fighting Game Player",39
93,94.,2010,United States,Walshy,David Walsh,"$12,700.00","$177,114.37","David ""Walshy"" Walsh - Halo Player",71
94,95.,2010,"Korea, Republic of",Kyrix,"Han, Joon","$12,662.25","$21,076.53","Han ""Kyrix"" Joon - StarCraft II Player",10
95,96.,2010,United States,IdrA,Greg Fields,"$12,612.86","$75,044.87","Greg ""IdrA"" Fields - Heroes of the Storm Player",56
96,97.,2010,United States,NonY,Tyler Wasieleski,"$12,575.00","$20,650.00","Tyler ""NonY"" Wasieleski - StarCraft: Brood War Player",19
97,98.,2010,United States,Gnes,Keith Garmond,"$12,555.80","$14,709.70","Keith ""Gnes"" Garmond - Smash Player",30
98,99.,2010,United States,Mew2King,Jason Zimmerman,"$12,543.80","$280,667.81","Jason ""Mew2King"" Zimmerman - Smash Player",608
99,100.,2010,"Korea, Republic of",HongUn,"Ahn, Hong Wook","$12,461.97","$29,392.10","Ahn ""HongUn"" Hong Wook - StarCraft II Player",14
0,1.,2011,"Korea, Republic of",Mvp,"Jung, Jong Hyun","$257,731.90","$409,621.15","Jung ""Mvp"" Jong Hyun - StarCraft II Player",69
1,2.,2011,Russian Federation,LighTofHeaveN,Dmitriy Kupriyanov,"$205,722.55","$278,469.74","Dmitriy ""LighTofHeaveN"" Kupriyanov - Dota 2 Player",34
2,3.,2011,Ukraine,Dendi,Danil Ishutin,"$204,336.62","$809,470.53","Danil ""Dendi"" Ishutin - Dota 2 Player",116
3,4.,2011,Ukraine,XBOCT,Oleksandr Dashkevych,"$204,336.62","$662,208.09","Oleksandr ""XBOCT"" Dashkevych - Dota 2 Player",77
4,5.,2011,Estonia,Puppey,Clement Ivanov,"$203,870.07","$3,607,594.23","Clement ""Puppey"" Ivanov - Dota 2 Player",136
5,6.,2011,Ukraine,ArtStyle,Ivan Antonov,"$200,466.55","$363,199.03","Ivan ""ArtStyle"" Antonov - Dota 2 Player",28
6,7.,2011,"Korea, Republic of",NesTea,"Lim, Jae Duk","$143,880.30","$288,225.07","Lim ""NesTea"" Jae Duk - StarCraft II Player",57
7,8.,2011,"Korea, Republic of",MC,"Jang, Min Chul","$142,945.17","$509,852.06","Jang ""MC"" Min Chul - StarCraft II Player",117
8,9.,2011,"Korea, Republic of",MMA,"Moon, Sung Won","$135,977.43","$407,169.17","Moon ""MMA"" Sung Won - StarCraft II Player",111
9,10.,2011,United States,MerK,Joseph DeLuca,"$117,200.00","$257,266.55","Joseph ""MerK"" DeLuca - Call of Duty Player",63
10,11.,2011,United States,BigTymer,William Johnson,"$117,200.00","$164,884.30","William ""BigTymer"" Johnson - Call of Duty Player",26
11,12.,2011,"Korea, Republic of",PuMa,"Lee, Ho Joon","$116,159.13","$144,593.61","Lee ""PuMa"" Ho Joon - StarCraft II Player",25
12,13.,2011,United States,Vengeance,Blake Campbell,"$114,400.00","$115,275.00","Blake ""Vengeance"" Campbell - Call of Duty Player",10
13,14.,2011,"Korea, Republic of",Polt,"Choi, Sung Hoon","$110,804.37","$451,943.24","Choi ""Polt"" Sung Hoon - StarCraft II Player",139
14,15.,2011,United States,Nadeshot,Matthew Haag,"$102,800.00","$242,933.75","Matthew ""Nadeshot"" Haag - Call of Duty Player",61
15,16.,2011,France,Stephano,Ilyes Satouri,"$85,383.78","$307,328.36","Ilyes ""Stephano"" Satouri - StarCraft II Player",132
16,17.,2011,"Korea, Republic of",Leenock,"Lee, Dong Nyung","$79,023.16","$288,557.14","Lee ""Leenock"" Dong Nyung - StarCraft II Player",139
17,18.,2011,"Korea, Republic of",MarineKing,"Lee, Jung Hoon","$74,069.67","$212,397.14","Lee ""MarineKing"" Jung Hoon - StarCraft II Player",87
18,19.,2011,"Korea, Republic of",DongRaeGu,"Park, Soo Ho","$67,606.35","$304,961.37","Park ""DongRaeGu"" Soo Ho - StarCraft II Player",142
19,20.,2011,Sweden,NaNiwa,Johan Lucchesi,"$59,150.50","$178,843.69","Johan ""NaNiwa"" Lucchesi - StarCraft II Player",80
20,21.,2011,"Korea, Republic of",Hydra,"Shin, Dong Won","$57,966.53","$211,295.74","Shin ""Hydra"" Dong Won - StarCraft II Player",132
21,22.,2011,"Korea, Republic of",FanTaSy,"Jung, Myung Hoon","$55,000.85","$183,096.24","Jung ""FanTaSy"" Myung Hoon - StarCraft II Player",96
22,23.,2011,China,MMY!,"Lei, Zengrong","$53,904.79","$1,112,600.81","Lei ""MMY!"" Zengrong - Dota 2 Player",68
23,24.,2011,China,QQQ,"Yao, Yi","$53,904.79","$122,580.03","Yao ""QQQ"" Yi - Dota 2 Player",23
24,25.,2011,"Korea, Republic of",HerO,"Song, Hyeon Deok","$53,369.01","$261,892.87","Song ""HerO"" Hyeon Deok - StarCraft II Player",91
25,26.,2011,Canada,HuK,Chris Loranger,"$53,209.70","$151,758.87","Chris ""HuK"" Loranger - Overwatch Player",117
26,27.,2011,China,LaNm,"Zhang, Zhicheng","$51,852.68","$1,519,764.73","Zhang ""LaNm"" Zhicheng - Dota 2 Player",79
27,28.,2011,United Kingdom,Gunshy,Thomas Jones,"$51,851.53","$76,795.99","Thomas ""Gunshy"" Jones - Call of Duty Player",35
28,29.,2011,China,FCB,"Shen, Jiaqi","$51,599.44","$52,004.91","Shen ""FCB"" Jiaqi - DotA Player",4
29,30.,2011,United Kingdom,XLNC,Nicholas Ward,"$51,149.94","$72,436.90","Nicholas ""XLNC"" Ward - Call of Duty Player",17
30,31.,2011,"Korea, Republic of",Flash,"Lee, Young Ho","$50,990.39","$670,457.77","Lee ""Flash"" Young Ho - StarCraft: Brood War Player",97
31,32.,2011,China,820,"Zou, Yitian","$50,905.35","$74,747.95","Zou ""820"" Yitian - Dota 2 Player",11
32,33.,2011,United Kingdom,FerLuff,William Freestone,"$50,000.00","$50,000.00","William ""FerLuff"" Freestone - Call of Duty Player",1
33,34.,2011,United Kingdom,rRSoul,Carl Price,"$50,000.00","$50,000.00","Carl ""rRSoul"" Price - Call of Duty Player",1
34,35.,2011,"Korea, Republic of",Lyn,"Park, Joon","$47,070.52","$571,349.41","Park ""Lyn"" Joon - WarCraft III: Reforged Player",169
35,36.,2011,"Taiwan, Republic of China",Sen,"Yang, Chia Cheng","$46,944.00","$147,879.66","Yang ""Sen"" Chia Cheng - StarCraft II Player",71
36,37.,2011,"Korea, Republic of",Jjakji,"Ji, Hoon Jung","$46,379.89","$133,917.25","Ji ""Jjakji"" Hoon Jung - StarCraft II Player",106
37,38.,2011,"Korea, Republic of",July,"Park, Sung Joon","$43,138.75","$230,774.13","Park ""July"" Sung Joon - StarCraft: Brood War Player",57
38,39.,2011,United States,Lunchbox,Jason Brown,"$42,200.00","$219,830.00","Jason ""Lunchbox"" Brown - Halo Player",60
39,40.,2011,United States,Roy,Justin Brown,"$42,200.00","$212,275.00","Justin ""Roy"" Brown - Halo Player",57
40,41.,2011,United States,IdrA,Greg Fields,"$39,529.39","$75,044.87","Greg ""IdrA"" Fields - Heroes of the Storm Player",56
41,42.,2011,United States,Pistola,Justin Deese,"$39,500.00","$385,510.00","Justin ""Pistola"" Deese - Halo Player",70
42,43.,2011,United States,OGRE2,Tom Ryan,"$39,500.00","$293,043.43","Tom ""OGRE2"" Ryan - Halo Player",89
43,44.,2011,China,TH000,"Huang, Xiang","$39,471.51","$388,682.28","Huang ""TH000"" Xiang - WarCraft III: Reforged Player",142
44,45.,2011,Sweden,ThorZaIN,Marcus Eklöf,"$38,963.39","$109,762.56","Marcus ""ThorZaIN"" Eklöf - WarCraft III: Reforged Player",70
45,46.,2011,Poland,Nerchio,Artur Bloch,"$38,768.97","$371,725.19","Artur ""Nerchio"" Bloch - StarCraft II Player",438
46,47.,2011,"Korea, Republic of",TOP,"Kim, Jung Hoon","$37,600.28","$44,650.54","Kim ""TOP"" Jung Hoon - StarCraft II Player",34
47,48.,2011,Poland,MaNa,Grzegorz Komincz,"$37,030.44","$229,406.11","Grzegorz ""MaNa"" Komincz - StarCraft II Player",278
48,49.,2011,China,XiGua,"Wang, Lei","$36,934.86","$135,350.51","Wang ""XiGua"" Lei - StarCraft II Player",88
49,50.,2011,"Korea, Republic of",JangBi,"Heo, Yeong Moo","$35,995.50","$156,408.18","Heo ""JangBi"" Yeong Moo - StarCraft: Brood War Player",32
50,51.,2011,"Korea, Republic of",LosirA,"Hwang, Kang Ho","$34,117.62","$114,305.31","Hwang ""LosirA"" Kang Ho - StarCraft II Player",106
51,52.,2011,Ukraine,White-Ra,Aleksey Krupnyk,"$33,673.56","$63,177.77","Aleksey ""White-Ra"" Krupnyk - StarCraft II Player",61
52,53.,2011,"Korea, Republic of",Moon,"Jang, Jae Ho","$33,244.74","$696,159.04","Jang ""Moon"" Jae Ho - WarCraft III: Reforged Player",171
53,54.,2011,United States,eGo,Paula Megna,"$30,500.00","$30,500.00","Paula ""eGo"" Megna - Call of Duty Player",2
54,55.,2011,Singapore,hyhy,"Lim, Han Yong","$30,264.24","$51,405.05","Lim ""hyhy"" Han Yong - Dota 2 Player",13
55,56.,2011,Singapore,Roy,"Royston, Chee Jin Sheng","$30,264.24","$30,329.10","Royston ""Roy"" Chee Jin Sheng - Dota 2 Player",3
56,57.,2011,Singapore,iceiceice,"Koh, Daryl Pei Xiang","$30,000.00","$1,769,541.96","Koh ""iceiceice"" Daryl Pei Xiang - Dota 2 Player",101
57,58.,2011,United States,Killa,Adam Sloss,"$30,000.00","$173,253.94","Adam ""Killa"" Sloss - Call of Duty Player",43
58,59.,2011,Singapore,Chawy,"Wong, Xing Lei","$30,000.00","$97,771.34","Wong ""Chawy"" Xing Lei - League of Legends Player",28
59,60.,2011,Singapore,xy,"Toh, Wai Hong","$30,000.00","$95,900.72","Toh ""xy"" Wai Hong - Dota 2 Player",18
60,61.,2011,"Korea, Republic of",Goochi,"Oh, Jeong Min","$30,000.00","$31,833.33","Oh ""Goochi"" Jeong Min - World of WarCraft Player",4
61,62.,2011,United States,RJ,Robert O'Neill,"$30,000.00","$30,375.00","Robert ""RJ"" O'Neill - Call of Duty Player",2
62,63.,2011,"Korea, Republic of",Jungyup,"Jeong, Ji Hwan","$30,000.00","$30,000.00","Jeong ""Jungyup"" Ji Hwan - World of WarCraft Player",2
63,64.,2011,"Korea, Republic of",Sleeping,"Jeong, Ji Yong","$30,000.00","$30,000.00","Jeong ""Sleeping"" Ji Yong - World of WarCraft Player",2
64,65.,2011,United States,TeRRoR,Joseph Walega,"$30,000.00","$30,000.00","Joseph ""TeRRoR"" Walega - Call of Duty Player",1
65,66.,2011,"Korea, Republic of",Stork,"Song, Byung Goo","$29,278.36","$292,799.35","Song ""Stork"" Byung Goo - StarCraft: Brood War Player",87
66,67.,2011,Germany,Socke,Giacomo Thüs,"$28,867.71","$75,228.59","Giacomo ""Socke"" Thüs - StarCraft II Player",122
67,68.,2011,"Korea, Republic of",Booster,"Moon, Ho Joon","$28,823.70","$77,265.97","Moon ""Booster"" Ho Joon - KartRider Player",16
68,69.,2011,"Korea, Republic of",SeleCT,"Ryoo, Kyung Hyun","$28,471.21","$83,117.53","Ryoo ""SeleCT"" Kyung Hyun - StarCraft II Player",51
69,70.,2011,Ukraine,DIMAGA,Dmytro Filipchuk,"$27,472.76","$69,847.67","Dmytro ""DIMAGA"" Filipchuk - StarCraft II Player",104
70,71.,2011,Germany,HasuObs,Dennis Schneider,"$26,269.12","$226,808.72","Dennis ""HasuObs"" Schneider - Heroes of the Storm Player",185
71,72.,2011,"Korea, Republic of",NaDa,"Lee, Yoon Yeol","$25,963.74","$323,389.66","Lee ""NaDa"" Yoon Yeol - StarCraft: Brood War Player",71
72,73.,2011,Netherlands,Ret,Joseph de Kroon,"$25,579.23","$78,762.32","Joseph ""Ret"" de Kroon - StarCraft II Player",75
73,74.,2011,China,Infi,"Wang, Xu Wen","$25,567.44","$476,324.87","Wang ""Infi"" Xu Wen - WarCraft III: Reforged Player",138
74,75.,2011,United Kingdom,Swanny,Callum Swan,"$25,172.15","$92,209.76","Callum ""Swanny"" Swan - Call of Duty Player",58
75,76.,2011,United Kingdom,ShAnE,Shane McKerral,"$25,172.15","$51,503.33","Shane ""ShAnE"" McKerral - Call of Duty Player",35
76,77.,2011,United Kingdom,Pacino,Sam Walley,"$25,172.15","$25,270.16","Sam ""Pacino"" Walley - Call of Duty Player",3
77,78.,2011,United Kingdom,richE,Richie Atkins,"$25,172.15","$25,172.15","Richie ""richE"" Atkins - Call of Duty Player",2
78,79.,2011,United States,reiderrabbit,Reid Duke,"$25,000.00","$71,400.00","Reid ""reiderrabbit"" Duke - Magic: The Gathering Arena Player",13
79,80.,2011,"Korea, Republic of",InCa,"Song, Joon Hyuk","$23,353.83","$33,270.85","Song ""InCa"" Joon Hyuk - StarCraft II Player",18
80,81.,2011,"Korea, Republic of",ZerO,"Kim, Myung Woon","$23,057.76","$161,525.73","Kim ""ZerO"" Myung Woon - StarCraft: Brood War Player",52
81,82.,2011,Sweden,SjoW,Jeffrey Brusi,"$22,763.53","$106,809.61","Jeffrey ""SjoW"" Brusi - Hearthstone Player",92
82,83.,2011,"Korea, Republic of",Bomber,"Choi, Ji Sung","$22,723.94","$267,297.83","Choi ""Bomber"" Ji Sung - StarCraft II Player",90
83,84.,2011,Portugal,Quinzas,Francisco Cruz,"$22,131.58","$23,528.08","Francisco ""Quinzas"" Cruz - FIFA Player",7
84,85.,2011,Poland,neo,Filip Kubski,"$22,038.71","$758,451.03","Filip ""neo"" Kubski - CS:GO Player",234
85,86.,2011,Poland,TaZ,Wiktor Wojtas,"$22,038.71","$741,621.40","Wiktor ""TaZ"" Wojtas - CS:GO Player",246
86,87.,2011,Poland,pashaBiceps,Jarosław Jarząbkowski,"$22,038.71","$624,063.44","Jarosław ""pashaBiceps"" Jarząbkowski - CS:GO Player",168
87,88.,2011,Poland,Loord,Mariusz Cybulski,"$22,038.71","$141,990.28","Mariusz ""Loord"" Cybulski - CS:GO Player",95
88,89.,2011,Poland,kuben,Jakub Gurczyński,"$22,038.71","$133,572.15","Jakub ""kuben"" Gurczyński - CS:GO Player",79
89,90.,2011,United States,rapha,Shane Hendrixson,"$21,812.90","$413,388.63","Shane ""rapha"" Hendrixson - Quake Player",102
90,91.,2011,Ukraine,Kas,Mihaylo Hayda,"$21,791.76","$73,546.27","Mihaylo ""Kas"" Hayda - StarCraft II Player",150
91,92.,2011,United States,Dersky,Sean Swidersky,"$20,700.00","$25,125.00","Sean ""Dersky"" Swidersky - Halo Player",10
92,93.,2011,United States,SnakeBite,Paul Duarte,"$20,200.00","$670,625.00","Paul ""SnakeBite"" Duarte - Halo Player",55
93,94.,2011,"Korea, Republic of",sCsC,"Kim, Seung Chul","$20,090.00","$283,494.48","Kim ""sCsC"" Seung Chul - Teamfight Tactics Player",61
